race_id,Name,Odds,FinishPosition,$2WinPay,$2PlacePay,$2ShowPay,ExactaPay,QuinellaPay,FieldSize,Track,RaceNum,Date,DistYrds,Surface,TrackCondition,ClassDescriptor,Purse,Weight,BettersToteProb,BettersToteProbRk,BettersToteProbDiff
87,RING OF TRUTH (GB),66.75,5,0,0,0,26,0,8,BEL,8,5/27/16,1540,T,FM,A,77000,119,0.5352,8,-0.4029
88,TAPANY,8.7,3,0,0,8.8,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.8129,7,-6.77E-02
88,DELTALINA,4.3,1,10.6,6.4,4.6,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.8342,5,-4.64E-02
88,KELSOCAIT,15.4,7,0,0,0,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.843,4,-3.76E-02
88,ATHENA'S AEGIS (IR,77.25,2,0,48.6,30.2,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.2817,11,-0.5989
88,LADY SOUL,3.8,11,0,0,0,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.8616,3,-1.90E-02
88,MO'S GINNY,16.3,10,0,0,0,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.8806,1,1.23E-02
88,ULTIMATE CAUSE,25.75,9,0,0,0,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.6795,9,-0.2011
88,AKRON GOLD,4.3,5,0,0,0,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.8226,6,-5.80E-02
88,TRULY BOUND,71.5,8,0,0,0,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.6235,10,-0.2571
88,COMPLICATED,3.5,4,0,0,0,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,124,0.8082,8,-7.24E-02
88,LAQUESTA,8.8,6,0,0,0,610,0,11,BEL,9,5/27/16,1320,t,FM,S,75000,118,0.8683,2,-1.23E-02
118,SPACKENKILL SPOT,10.8,4,0,0,0,14.6,0,6,BTP,1,5/27/16,1210,D,FT,C,6800,122,0.9039,2,-4.94E-02
118,ROMA'S TIME,1.6,1,5.2,2.8,2.2,14.6,0,6,BTP,1,5/27/16,1210,D,FT,C,6800,122,0.773,5,-0.1803
118,MEANGEY,28.2,3,0,0,4.4,14.6,0,6,BTP,1,5/27/16,1210,D,FT,C,6800,122,0.7942,3,-0.1591
118,ALLBRITTEN,2.7,5,0,0,0,14.6,0,6,BTP,1,5/27/16,1210,D,FT,C,6800,122,0.7763,4,-0.177
118,VISIONS OF CASH,2,2,0,3.4,2.2,14.6,0,6,BTP,1,5/27/16,1210,D,FT,C,6800,124,0.7641,6,-0.1892
118,RICO ROLANDO,6.7,6,0,0,0,14.6,0,6,BTP,1,5/27/16,1210,D,FT,C,6800,117,0.9533,1,4.94E-02
119,G G FLAG,6.4,4,0,0,0,78.4,0,7,BTP,2,5/27/16,1210,D,FT,S,20500,118,0.8192,3,-5.33E-02
119,WILBUR'S WAY,1.3,3,0,0,2.6,78.4,0,7,BTP,2,5/27/16,1210,D,FT,S,20500,118,0.8064,4,-0.0661
119,RUNAWAY EDDIE,1.6,6,0,0,0,78.4,0,7,BTP,2,5/27/16,1210,D,FT,S,20500,118,0.8016,5,-7.09E-02
119,ROLLIN WAY OVER,12.2,2,0,10,5.6,78.4,0,7,BTP,2,5/27/16,1210,D,FT,S,20500,113,0.8725,1,2.97E-02
119,RUN GUS RUN,1.6,7,0,0,0,78.4,0,7,BTP,2,5/27/16,1210,D,FT,S,20500,118,0.8016,5,-7.09E-02
119,ALTISSIMO,5,1,12,5.8,4.2,78.4,0,7,BTP,2,5/27/16,1210,D,FT,S,20500,118,0.7452,7,-0.1273
119,RAH RAH RALEIGH,23.5,5,0,0,0,78.4,0,7,BTP,2,5/27/16,1210,D,FT,S,20500,118,0.8428,2,-2.97E-02
