1,STELLAR'S GLITTER,20.75,4,0,0,0,EXA,23.9,QUI,7.6,5,ASD,1,6,5/28/16,5/23/16,1210,D,GD,C
1,LIME DANCER,3.7,3,0,0,2.1,EXA,23.9,QUI,7.6,5,ASD,1,6,5/28/16,5/13/16,1210,D,GD,C
1,SOMETHING POSATIVE,8.9,1,19.8,2.5,2.5,EXA,23.9,QUI,7.6,5,ASD,1,2,5/28/16,5/14/16,1210,D,GD,C
1,MISSION QUEST,1.55,3,0,0,2.2,EXA,14,QUI,6.2,5,ASD,2,,5/28/16,1/1/00,1210,D,GD,S
1,REGALIZE,1.25,2,0,2.7,2.1,EXA,14,QUI,6.2,5,ASD,2,,5/28/16,1/1/00,1210,D,GD,S
1,UP YOUR ALLEY,13.85,4,0,0,0,EXA,14,QUI,6.2,5,ASD,2,,5/28/16,1/1/00,1210,D,GD,S
1,EUGENIE,2.75,1,7.5,3.5,2.1,EXA,14,QUI,6.2,5,ASD,2,3,5/28/16,9/2/15,1210,D,GD,S
1,FUZZY DUSTER,12,5,0,0,0,EXA,14,QUI,6.2,5,ASD,2,6,5/28/16,9/2/15,1210,D,GD,S
1,DUNNE'S DREAM,2.75,3,0,0,2.2,EXA,32.5,QUI,19.8,6,ASD,3,4,5/28/16,5/14/16,1210,D,GD,M
1,LUCY LOU GAMBLER,2.25,4,0,0,0,EXA,32.5,QUI,19.8,6,ASD,3,4,5/28/16,5/14/16,1210,D,GD,M
1,DRESSED BEST,10.7,5,0,0,0,EXA,32.5,QUI,19.8,6,ASD,3,5,5/28/16,9/6/15,1210,D,GD,M
1,DOTTED PRINCESS,2.8,1,7.6,4.2,2.8,EXA,32.5,QUI,19.8,6,ASD,3,4,5/28/16,5/14/16,1210,D,GD,M
1,DIXIE VISION,3.1,2,0,4.2,2.6,EXA,32.5,QUI,19.8,6,ASD,3,4,5/28/16,5/14/16,1210,D,GD,M
1,VALID DELIGHT,12.1,6,0,0,0,EXA,32.5,QUI,19.8,6,ASD,3,5,5/28/16,9/6/15,1210,D,GD,M
1,HI HO CAHILL,8.85,5,0,0,0,EXA,15.9,QUI,6.2,5,ASD,4,3,5/28/16,5/8/16,1540,D,GD,C
1,PRETEND AND EXTEND,12.15,4,0,0,0,EXA,15.9,QUI,6.2,5,ASD,4,7,5/28/16,10/10/15,1540,D,GD,C
1,BLACK MARKET BRICK,1.75,2,0,3,2.1,EXA,15.9,QUI,6.2,5,ASD,4,11,5/28/16,5/7/16,1540,D,GD,C
1,ZACCHEUS,1.9,1,5.8,3,2.1,EXA,15.9,QUI,6.2,5,ASD,4,4,5/28/16,4/23/16,1540,D,GD,C
1,MAGNETIC JAZZ,1.8,3,0,0,2.1,EXA,15.9,QUI,6.2,5,ASD,4,6,5/28/16,5/20/16,1540,D,GD,C
1,WOUF DE DOUF,9.15,2,0,13.1,5.3,EXA,208,QUI,132.9,6,ASD,5,2,5/28/16,5/13/16,1210,D,GD,C
