Name,Odds,FinishPosition,$2WinPay,$2PlacePay,$2ShowPay,ExactaPay,QuinellaPayFieldSize,Track,RaceNum,Date,DistYrds,Surface,TrackCondition,ClassDescriptor,Purse,Weight,BettersToteProb,BettersToteProbRk,BettersToteProbDiff
EIGHT GAUGE,37.1,5,0,0,0,217.8,0,8,APX,8,05-29-2016,1430,D,FT,C,11000,115,.8001,5,-8.909994E-02
NOBLE LEADER,21.9,2,0,13.4,7,217.8,0,8,APX,8,05-29-2016,1430,D,FT,C,11000,122,.7603,8,-.1289
AS YOU KNOW,16.3,6,0,0,0,217.8,0,8,APX,8,05-29-2016,1430,D,FT,C,11000,117,.8892,1,3.049999E-02
VAN LIER,35.2,8,0,0,0,217.8,0,8,APX,8,05-29-2016,1430,D,FT,C,11000,122,.7638,7,-.1253999
LAFLOWMYLAXBRO,3.3,3,0,0,3.2,217.8,0,8,APX,8,05-29-2016,1430,D,FT,C,11000,122,.8587,2,-3.049999E-02
TWO MINUTE MAN,1,4,0,0,0,217.8,0,8,APX,8,05-29-2016,1430,D,FT,C,11000,119,.7976,6,-.0916
DADDY'S WILDFLOWER,11.8,5,0,0,0,105.8,0,6,APX,1,05-30-2016,1320,D,FT,C,15000,114,.9523,1,2.060002E-02
SKYLARBDANCING,2.6,2,0,3.6,2.8,105.8,0,6,APX,1,05-30-2016,1320,D,FT,C,15000,121,.7391,6,-.2132
ELIZABETH'S FEVER,7,6,0,0,0,105.8,0,6,APX,1,05-30-2016,1320,D,FT,C,15000,121,.8488,3,-.1035
FLIRTIN N FLASHIN,6.7,4,0,0,0,105.8,0,6,APX,1,05-30-2016,1320,D,FT,C,15000,121,.9317,2,-2.060002E-02
TINDERELLA,8.3,1,18.6,8,3.4,105.8,0,6,APX,1,05-30-2016,1320,D,FT,C,15000,116,.8416,4,-.1107
FIONETTA,1,3,0,0,2.4,105.8,0,6,APX,1,05-30-2016,1320,D,FT,C,15000,121,.827,5,-.1253
EXACTNESS,13.2,5,0,0,0,22.8,0,6,APX,2,05-30-2016,1210,D,FT,C,11000,121,.8335,4,-3.959996E-02
MY JOKESTER,4,3,0,0,2.6,22.8,0,6,APX,2,05-30-2016,1210,D,FT,C,11000,121,.804,5,-6.909996E-02
STANLEY'S FRIEND,3.8,4,0,0,0,22.8,0,6,APX,2,05-30-2016,1210,D,FT,C,11000,121,.8731,1,0
LEGEND FOREVER,12.6,6,0,0,0,22.8,0,6,APX,2,05-30-2016,1210,D,FT,C,11000,121,.8731,1,0
JESUIT WARRIOR,5.5,2,0,4.6,3,22.8,0,6,APX,2,05-30-2016,1210,D,FT,C,11000,121,.8671,3,-5.999982E-03
BUDDONS,.9,1,3.8,2.8,2.2,22.8,0,6,APX,2,05-30-2016,1210,D,FT,C,11000,121,.791,6,-8.209997E-02
MICHAELS GIRL,1.1,1,4.2,2.6,2.4,21.2,0,5,APX,3,05-30-2016,1870,D,FT,M,9800,119,.8526,3,-3.320003E-02
JACK N GINGER,1.9,3,0,0,2.2,21.2,0,5,APX,3,05-30-2016,1870,D,FT,M,9800,124,.8111,5,-.0747
NORTHERN SWEET,9.3,4,0,0,0,21.2,0,5,APX,3,05-30-2016,1870,D,FT,M,9800,119,.8858,1,2.990001E-02
DEBU'S TEMPLE,3.7,2,0,3.2,2.4,21.2,0,5,APX,3,05-30-2016,1870,D,FT,M,9800,119,.8484,4,-3.740001E-02
ADUANERA,9.3,5,0,0,0,21.2,0,5,APX,3,05-30-2016,1870,D,FT,M,9800,119,.8559,2,-2.990001E-02
KIT KAT MAN,6.9,6,0,0,0,79.4,0,7,APX,4,05-30-2016,1760,D,FT,C,10000,121,.9606,1,8.460003E-02
SPECTACULAR ACT,25.3,7,0,0,0,79.4,0,7,APX,4,05-30-2016,1760,D,FT,C,10000,114,.7075,7,-.2531
LIGHTS ON BRITE,8.4,3,0,0,4.6,79.4,0,7,APX,4,05-30-2016,1760,D,FT,C,10000,121,.8441,5,-.1165
RISK AND RETURN,2.4,4,0,0,0,79.4,0,7,APX,4,05-30-2016,1760,D,FT,C,10000,121,.8459,4,-.1147
DISORDERLY CONDUCT,2.4,1,6.8,4.2,2.8,79.4,0,7,APX,4,05-30-2016,1760,D,FT,C,10000,121,.8721,3,-8.850002E-02
W W MUTAKDDIM,11,2,0,11.6,5.2,79.4,0,7,APX,4,05-30-2016,1760,D,FT,C,10000,121,.876,2,-8.460003E-02
AWAY WESTWARD,2.5,5,0,0,0,79.4,0,7,APX,4,05-30-2016,1760,D,FT,C,10000,121,.7382,6,-.2224
ILLUSIVE FUGITIVE,10.6,2,0,9.2,6.8,117,0,7,APX,5,05-30-2016,1760,D,FT,CO,15000,121,.877,2,-6.630003E-02
LETHAL,18.9,4,0,0,0,117,0,7,APX,5,05-30-2016,1760,D,FT,CO,15000,121,.9433,1,6.630003E-02
HOLLYWOOD SCRIPT,4.9,7,0,0,0,117,0,7,APX,5,05-30-2016,1760,D,FT,CO,15000,124,.8561,4,-8.719999E-02
MAGIC COMMAND,5.3,1,12.6,5.6,4,117,0,7,APX,5,05-30-2016,1760,D,FT,CO,15000,121,.8688,3,-7.450002E-02
TRAVEL REQUIRED,15.4,3,0,0,6,117,0,7,APX,5,05-30-2016,1760,D,FT,CO,15000,121,.8331,6,-.1102
THUNDERGRAM,1.5,5,0,0,0,117,0,7,APX,5,05-30-2016,1760,D,FT,CO,15000,124,.807,7,-.1363
FORAFEWDOLLARSMORE,2.4,6,0,0,0,117,0,7,APX,5,05-30-2016,1760,D,FT,CO,15000,121,.8354,5,-.1079
GO BONNIE GO,14.4,1,30.8,13.4,5.4,164.6,0,9,APX,6,05-30-2016,1760,T,YL,C,15000,122,.8947,1,1.609999E-02
B B'S CHARMER,29.1,7,0,0,0,164.6,0,9,APX,6,05-30-2016,1760,T,YL,C,15000,122,.7344,8,-.1603
HERE COMES CHLOE,3.7,8,0,0,0,164.6,0,9,APX,6,05-30-2016,1760,T,YL,C,15000,122,.8343,5,-6.040001E-02
BAYAGO,3.9,3,0,0,3.4,164.6,0,9,APX,6,05-30-2016,1760,T,YL,C,15000,122,.8786,2,-1.609999E-02
GODDESS OF KIP,10.7,4,0,0,0,164.6,0,9,APX,6,05-30-2016,1760,T,YL,C,15000,124,.8576,4,-3.710002E-02
KITBURN,4,5,0,0,0,164.6,0,9,APX,6,05-30-2016,1760,T,YL,C,15000,122,.785,6,-.1097
DAYIN DEAUVILLE,9.1,6,0,0,0,164.6,0,9,APX,6,05-30-2016,1760,T,YL,C,15000,122,.8585,3,-3.619999E-02
BUBUZELA,2.5,2,0,5.2,3.8,164.6,0,9,APX,6,05-30-2016,1760,T,YL,C,15000,122,.727,9,-.1677
SWEET SPRINGS ROAD,34.8,9,0,0,0,164.6,0,9,APX,6,05-30-2016,1760,T,YL,C,15000,122,.7804,7,-.1143
ALLAIRE,10.4,3,0,0,5.4,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,119,.8664,3,-.0596
MONGOLIAN SHOPPER,20.1,8,0,0,0,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,119,.7997,5,-.1263
TWILIGHT WARRIOR,25.1,10,0,0,0,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,119,.6629,9,-.2631
BETRUETOYOURSCHOOL,3.6,6,0,0,0,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,119,.8344,4,-.0916
ZAPHICAL,25.5,6,0,0,0,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,119,.7314,8,-.1946
RUN TO GLORY,5.9,5,0,0,0,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,119,.926,1,3.549999E-02
FUNNY BUNNY,30.8,9,0,0,0,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,124,.636,10,-.29
HILARIOUS BROWN,2.8,1,7.6,3.6,3.4,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,119,.7805,6,-.1455
SASHAY,2.7,2,0,3.8,2.8,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,124,.7548,7,-.1712
UNA MAC COOL,11.3,4,0,0,0,20.2,0,10,APX,7,05-30-2016,1100,T,YL,S,32000,124,.8905,2,-3.549999E-02
SHOGOOD,3.1,6,0,0,0,25.2,0,8,APX,8,05-30-2016,1320,D,FT,AO,34000,116,.8466,5,-5.910003E-02
REIGNING CATFISH,3.1,2,0,3.6,2.8,25.2,0,8,APX,8,05-30-2016,1320,D,FT,AO,34000,124,.8085,6,-9.720004E-02
BORDINI,12.9,5,0,0,0,25.2,0,8,APX,8,05-30-2016,1320,D,FT,AO,34000,121,.8715,2,-3.420001E-02
NITE OF THE HUNTER,7.7,4,0,0,0,25.2,0,8,APX,8,05-30-2016,1320,D,FT,AO,34000,121,.9057,1,3.420001E-02
BEAR'S BIG BOY,10.5,8,0,0,0,25.2,0,8,APX,8,05-30-2016,1320,D,FT,AO,34000,121,.8579,4,-.0478
ARMANDO'S STAR,31.3,3,0,0,6.2,25.2,0,8,APX,8,05-30-2016,1320,D,FT,AO,34000,121,.6945,8,-.2112
PURELY GIVEN,9.3,7,0,0,0,25.2,0,8,APX,8,05-30-2016,1320,D,FT,AO,34000,121,.8704,3,-3.530002E-02
GOOD BYE GREG,2,1,6,3,2.2,25.2,0,8,APX,8,05-30-2016,1320,D,FT,AO,34000,121,.7704,7,-.1353
SUMSUMSUMMERTIME,7.5,4,0,0,0,10.4,5.2,6,ARP,1,05-28-2016,1100,D,MY,C,6000,124,.8857,2,-2.250004E-02
TIGER BAY,1.3,1,4.6,2.4,2.2,10.4,5.2,6,ARP,1,05-28-2016,1100,D,MY,C,6000,124,.8075,5,-.1007
RALPHYMOON,17.2,3,0,0,3.6,10.4,5.2,6,ARP,1,05-28-2016,1100,D,MY,C,6000,124,.9082,1,2.250004E-02
MIDNIGHTWITHDRAWAL,8.6,6,0,0,0,10.4,5.2,6,ARP,1,05-28-2016,1100,D,MY,C,6000,124,.8534,3,-5.480003E-02
FOUR TEN EXPRESS,4.1,5,0,0,0,10.4,5.2,6,ARP,1,05-28-2016,1100,D,MY,C,6000,124,.8022,6,-.106
SQUARE UP,1.9,2,0,2.6,2.4,10.4,5.2,6,ARP,1,05-28-2016,1100,D,MY,C,6000,124,.819,4,-8.920002E-02
BRONC D C,3.7,1,9.4,3.8,3,38,15.6,6,ARP,2,05-28-2016,990,D,GD,S,9700,117,.8314,5,-5.290002E-02
BLINGITON CHARLIE,2.4,2,0,3,2.4,38,15.6,6,ARP,2,05-28-2016,990,D,GD,S,9700,117,.8843,1,3.509998E-02
DON'TFRETCHRIS,7.8,6,0,0,0,38,15.6,6,ARP,2,05-28-2016,990,D,GD,S,9700,117,.8492,2,-3.509998E-02
SHERMAN T,1.7,3,0,0,2.4,38,15.6,6,ARP,2,05-28-2016,990,D,GD,S,9700,117,.8324,4,-5.189997E-02
BIG ARM BRAD,8.3,5,0,0,0,38,15.6,6,ARP,2,05-28-2016,990,D,GD,S,9700,120,.7793,6,-.105
SIR GOT CLASS,5.8,4,0,0,0,38,15.6,6,ARP,2,05-28-2016,990,D,GD,S,9700,120,.8446,3,-3.969997E-02
HAWK NATION,2.9,6,0,0,0,22.4,10.4,7,ARP,3,05-28-2016,1210,D,GD,M,4800,120,.835,4,-3.190005E-02
SWEET 'N DOWN,16.4,7,0,0,0,22.4,10.4,7,ARP,3,05-28-2016,1210,D,GD,M,4800,115,.7987,6,-6.820005E-02
CORINTHIAN CHROME,15.6,4,0,0,0,22.4,10.4,7,ARP,3,05-28-2016,1210,D,GD,M,4800,120,.8532,2,-1.370001E-02
KEEPIN IT LUCKY,15.8,5,0,0,0,22.4,10.4,7,ARP,3,05-28-2016,1210,D,GD,M,4800,120,.8669,1,1.370001E-02
BLUE RATIO,2.1,2,0,3.6,2.6,22.4,10.4,7,ARP,3,05-28-2016,1210,D,GD,M,4800,124,.7989,5,-6.800002E-02
PARADING QUALITY,2.6,3,0,0,3,22.4,10.4,7,ARP,3,05-28-2016,1210,D,GD,M,4800,120,.7538,7,-.1131001
FORTYATE HI POINTS,3.7,1,9.4,4.6,3,22.4,10.4,7,ARP,3,05-28-2016,1210,D,GD,M,4800,124,.8526,3,-1.430005E-02
BRAZOS EGO,1.6,2,0,3,2.6,12.6,6.4,7,ARP,4,05-28-2016,1210,D,GD,C,6000,119,.7696,7,-.1757
FORMAL JOKER,2.1,1,6.2,3.2,2.6,12.6,6.4,7,ARP,4,05-28-2016,1210,D,GD,C,6000,124,.7781,6,-.1672
SHOTGUN WILLY,4.2,4,0,0,0,12.6,6.4,7,ARP,4,05-28-2016,1210,D,GD,C,6000,124,.8367,5,-.1086
LUCKY RADAR,18.9,3,0,0,3,12.6,6.4,7,ARP,4,05-28-2016,1210,D,GD,C,6000,124,.9453,1,6.290001E-02
SILVER ROCK STAR,7.2,6,0,0,0,12.6,6.4,7,ARP,4,05-28-2016,1210,D,GD,C,6000,124,.8807,3,-6.459999E-02
COWBOY'S RULE,7.6,7,0,0,0,12.6,6.4,7,ARP,4,05-28-2016,1210,D,GD,C,6000,124,.8824,2,-6.290001E-02
J W FLYER,13.9,5,0,0,0,12.6,6.4,7,ARP,4,05-28-2016,1210,D,GD,C,6000,124,.8776,4,-6.769997E-02
MAYIE,11.6,10,0,0,0,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,124,.9034,3,-.0133
MISS MURDER,21.3,2,0,16.6,7.8,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,124,.7337,10,-.183
GHOSTRUNNER,1.6,5,0,0,0,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,124,.773,9,-.1437
FASHIONS BY DAVID,47.5,3,0,0,14.4,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,124,.9167,1,1.270002E-02
DESERT ECHO,24.4,7,0,0,0,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,119,.8128,5,-.1039
RIGHT TO GLORY,2.2,8,0,0,0,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,124,.7872,8,-.1295
LIVE AND LEARN,14.4,4,0,0,0,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,124,.904,2,-1.270002E-02
GABBY GAL,8.8,6,0,0,0,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,121,.8996,4,-1.709998E-02
DREAMSICLE,40.9,9,0,0,0,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,124,.8003,6,-.1164
TOUGH TRINKET,4.6,1,11.2,6.4,5,187.4,60.2,10,ARP,6,05-28-2016,1210,D,GD,C,6400,124,.7952,7,-.1215
CANDY SWEETHEART,11,4,0,0,0,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.8928,1,2.999961E-03
TAMAIT (FR),5.7,2,0,7.2,4.6,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.8898,2,-2.999961E-03
CALL IT LUKE,8.4,1,18.8,5.6,5.2,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.8366,7,-5.619997E-02
SCORCHER,7,5,0,0,0,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.8184,9,-7.439995E-02
BROTHER WESLEY,3.8,9,0,0,0,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.8813,3,-.0115
COOK INLET,7.6,10,0,0,0,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.8746,4,-1.819998E-02
REBELLIOUS DIANA,12.2,6,0,0,0,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.8646,5,-2.819997E-02
THUNDERCLAP NEWMAN,11,3,0,0,5.2,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.8544,6,-3.839999E-02
NEGRO PRIMERO,12.3,7,0,0,0,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.8366,7,-5.619997E-02
SHEPHERD'S PRIDE,3.5,8,0,0,0,124.8,68.8,10,ARP,7,05-28-2016,1760,D,GD,C,6800,124,.7934,10,-9.939998E-02
KELSEY,15.1,8,0,0,0,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.8227,7,-8.989996E-02
SANDHILL LADY,4.1,3,0,0,4.4,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.7976,9,-.115
SORTA SPECIAL,11.4,4,0,0,0,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.9126,1,5.109996E-02
A J MARIE,4.4,11,0,0,0,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.8429,4,-.0697
LIGHTNING LADY,8.4,2,0,10.6,4.4,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.8394,5,-7.319999E-02
SUDIES STORM,19.4,9,0,0,0,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.714,11,-.1986
SUPER ONE,38.9,1,79.8,52.8,9,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.8459,3,-6.669998E-02
GLOW GIRL,8.3,6,0,0,0,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.8286,6,-8.399999E-02
FAST PUFF,1.9,10,0,0,0,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.8059,8,-.1067
SPECIAL TASK,23.9,5,0,0,0,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.8615,2,-5.109996E-02
MS. BATTLEFIELD,21.2,7,0,0,0,972,300.8,11,ARP,8,05-28-2016,1320,D,GD,N,40000,124,.7459,10,-.1667
TROPILUK,4.4,7,0,0,0,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.8321,4,-8.400005E-02
BERSHINSKY,12.3,2,0,12.4,6.8,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.8286,7,-8.750004E-02
DOMS TRICK,16.9,3,0,0,8.6,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.895,2,-2.110004E-02
ONE HUNDRED PROOF,16,4,0,0,0,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.8602,3,-5.590004E-02
NO STADIUM,7.8,1,17.6,8.6,6.2,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.9161,1,2.110004E-02
HANDSOME MAN,19.2,10,0,0,0,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.7373,10,-.1788
SUANCESONG,2,6,0,0,0,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.7509,9,-.1652001
WILDER DAYS,6.2,5,0,0,0,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.8302,5,-8.590001E-02
SOLO APPROACH,40.3,9,0,0,0,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.7723,8,-.1438
LION'S PREY,3.6,8,0,0,0,161.8,96.4,10,ARP,9,05-28-2016,1760,D,GD,C,5000,124,.8289,6,-8.720005E-02
TRAVELIN TREV,11.6,5,0,0,0,67.8,34.2,6,ARP,3,05-29-2016,1760,D,FT,R,6200,124,.9122,1,.042
ZOOKS,1.2,6,0,0,0,67.8,34.2,6,ARP,3,05-29-2016,1760,D,FT,R,6200,124,.7586,6,-.1536
STOLEN PROPERTY,13.3,4,0,0,0,67.8,34.2,6,ARP,3,05-29-2016,1760,D,FT,R,6200,124,.8437,5,-6.849998E-02
BEAR'S ACCOUNTANT,3.2,1,8.4,5.2,3.2,67.8,34.2,6,ARP,3,05-29-2016,1760,D,FT,R,6200,124,.8702,2,-.042
NINETY SCHILLINGS,7.2,2,0,6.8,4.2,67.8,34.2,6,ARP,3,05-29-2016,1760,D,FT,R,6200,124,.8618,3,-5.039996E-02
AFFRETTANDO,2.4,3,0,0,3.4,67.8,34.2,6,ARP,3,05-29-2016,1760,D,FT,R,6200,124,.8599,4,-5.229998E-02
GROUNDER,15.3,7,0,0,0,39.6,20.8,9,ARP,4,05-29-2016,1320,D,FT,C,5000,116,.8525,5,-.1006
HIT A HOMERUN,2.2,3,0,0,2.6,39.6,20.8,9,ARP,4,05-29-2016,1320,D,FT,C,5000,124,.8186,8,-.1345
LEIGHTON,24.9,9,0,0,0,39.6,20.8,9,ARP,4,05-29-2016,1320,D,FT,C,5000,124,.9531,1,5.870003E-02
ESSENCE OF SKY,3.3,1,8.6,4.4,3.2,39.6,20.8,9,ARP,4,05-29-2016,1320,D,FT,C,5000,120,.8729,4,-8.020002E-02
MIDWAY READY,17.4,6,0,0,0,39.6,20.8,9,ARP,4,05-29-2016,1320,D,FT,C,5000,124,.8795,3,-7.360005E-02
ROBBA ROBBA X DOO,14.5,5,0,0,0,39.6,20.8,9,ARP,4,05-29-2016,1320,D,FT,C,5000,120,.8944,2,-5.870003E-02
GRAND BIERSTADT,5.1,8,0,0,0,39.6,20.8,9,ARP,4,05-29-2016,1320,D,FT,C,5000,121,.8314,7,-.1217
KNOTTA DANCER,9.1,4,0,0,0,39.6,20.8,9,ARP,4,05-29-2016,1320,D,FT,C,5000,119,.8434,6,-.1097
CONFESS YOUR SINS,3.5,2,0,5.2,3,39.6,20.8,9,ARP,4,05-29-2016,1320,D,FT,C,5000,124,.7943,9,-.1588
COWGIRL QUEEN,2.4,3,0,0,3,52.8,24.8,6,ARP,5,05-29-2016,1320,D,FT,C,6800,124,.8646,4,-3.560001E-02
VADVADA,1.9,2,0,3.8,3,52.8,24.8,6,ARP,5,05-29-2016,1320,D,FT,C,6800,124,.8053,5,-9.490001E-02
CAPEAWAY,2.5,4,0,0,0,52.8,24.8,6,ARP,5,05-29-2016,1320,D,FT,C,6800,124,.7277,6,-.1725
MISS YOU HOME,5.6,1,13.2,5.2,3.8,52.8,24.8,6,ARP,5,05-29-2016,1320,D,FT,C,6800,124,.9002,1,2.280003E-02
HOMERS WHISKEY GAL,9.7,5,0,0,0,52.8,24.8,6,ARP,5,05-29-2016,1320,D,FT,C,6800,124,.8774,2,-2.280003E-02
ELITE ROSE,10.6,6,0,0,0,52.8,24.8,6,ARP,5,05-29-2016,1320,D,FT,C,6800,119,.877,3,-2.320004E-02
JILAS MIRACLE,2.7,1,7.4,4.2,2.6,33.8,17.2,7,ARP,6,05-29-2016,1100,D,FT,C,7200,124,.784,7,-.1173
MANEWAL,4.2,2,0,5.2,3,33.8,17.2,7,ARP,6,05-29-2016,1100,D,FT,C,7200,124,.8044,6,-9.689999E-02
COZY BAR,6,6,0,0,0,33.8,17.2,7,ARP,6,05-29-2016,1100,D,FT,C,7200,124,.8449,3,-.0564
MADDIE'S GOLD,1.7,3,0,0,2.6,33.8,17.2,7,ARP,6,05-29-2016,1100,D,FT,C,7200,124,.8078,5,-9.350002E-02
LA SORTA,10.7,7,0,0,0,33.8,17.2,7,ARP,6,05-29-2016,1100,D,FT,C,7200,124,.8822,2,-1.910001E-02
CHIBITA,12.1,4,0,0,0,33.8,17.2,7,ARP,6,05-29-2016,1100,D,FT,C,7200,124,.841,4,-6.029999E-02
TASSELMIN,7.7,5,0,0,0,33.8,17.2,7,ARP,6,05-29-2016,1100,D,FT,C,7200,119,.9013,1,1.910001E-02
SENATE RULES,10.3,1,22.6,7,3.8,132.8,27.2,7,ARP,7,05-29-2016,1760,D,FT,CO,14500,124,.8452,4,-6.449997E-02
NOBLE MOJAVE,16.1,6,0,0,0,132.8,27.2,7,ARP,7,05-29-2016,1760,D,FT,CO,14500,124,.9097,1,4.329997E-02
LEECH,1.9,3,0,0,2.4,132.8,27.2,7,ARP,7,05-29-2016,1760,D,FT,CO,14500,124,.8184,5,-9.129995E-02
PASSED DUE,4.2,4,0,0,0,132.8,27.2,7,ARP,7,05-29-2016,1760,D,FT,CO,14500,124,.807,7,-.1027
NICK'S PICK,3.6,2,0,6,3,132.8,27.2,7,ARP,7,05-29-2016,1760,D,FT,CO,14500,119,.8165,6,-9.319997E-02
OH NO HENRY,8.5,7,0,0,0,132.8,27.2,7,ARP,7,05-29-2016,1760,D,FT,CO,14500,121,.8664,2,-4.329997E-02
IT'LL BE FINE,3.2,5,0,0,0,132.8,27.2,7,ARP,7,05-29-2016,1760,D,FT,CO,14500,124,.8635,3,-4.619998E-02
JUST A MOMENT,28.6,8,0,0,0,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,120,.7489,11,-.162
THE BIG SPOON,4.4,1,10.8,4.4,3,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,119,.8456,7,-6.529999E-02
HASHTAG BAE,17.4,7,0,0,0,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,120,.8942,4,-1.669997E-02
C C EXPRESS,3.1,3,0,0,2.8,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,124,.8331,8,-7.779998E-02
DON'T JINX ME,9.6,12,0,0,0,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,120,.8565,5,-5.439997E-02
TWISTFORME,46.2,10,0,0,0,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,119,.9062,2,-4.700005E-03
CANYON MAN,50.2,11,0,0,0,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,120,.9062,2,-4.700005E-03
LOU WHO,2.2,2,0,4.2,2.8,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,120,.7965,10,-.1144
IGOTLUCKYAGAIN,40.8,9,0,0,0,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,124,.8109,9,-.1
BUDS BAR,22.6,6,0,0,0,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,124,.7174,12,-.1935
SANDHILL MINSTREL,6.7,4,0,0,0,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,124,.9109,1,4.700005E-03
OLLIES REBEL,10.1,5,0,0,0,40.2,16.6,12,ARP,9,05-29-2016,1210,D,FT,S,11700,120,.8536,6,-5.729997E-02
SNICKER JO,.5,1,3,2.2,2.2,9.2,6.2,6,ARP,1,05-30-2016,990,D,FT,S,9700,117,.879,1,7.929999E-02
BELLA LA RUE,12.6,4,0,0,0,9.2,6.2,6,ARP,1,05-30-2016,990,D,FT,S,9700,120,.7888,4,-9.020001E-02
LITE EM UP LINDI,13.9,5,0,0,0,9.2,6.2,6,ARP,1,05-30-2016,990,D,FT,S,9700,120,.7986,3,-8.039999E-02
EMMA'S DILEMMA,5.3,2,0,3.2,2.2,9.2,6.2,6,ARP,1,05-30-2016,990,D,FT,S,9700,117,.7825,5,-9.649998E-02
HOLD ON CHERYL,9,6,0,0,0,9.2,6.2,6,ARP,1,05-30-2016,990,D,FT,S,9700,120,.765,6,-.114
STARRY STARRY SKYS,4.6,3,0,0,2.2,9.2,6.2,6,ARP,1,05-30-2016,990,D,FT,S,9700,117,.7997,2,-7.929999E-02
KAT'S DELIGHTED,4.7,3,0,0,2.8,16.4,9.2,5,ARP,3,05-30-2016,1210,D,FT,A,12100,121,.8447,3,-2.880001E-02
RITZYRAGS,2.6,1,7.2,4.6,2.8,16.4,9.2,5,ARP,3,05-30-2016,1210,D,FT,A,12100,117,.761,5,-.1125
SHE'S ALL BLING,2.8,5,0,0,0,16.4,9.2,5,ARP,3,05-30-2016,1210,D,FT,A,12100,121,.8033,4,-7.019997E-02
BACK STOP,3.2,4,0,0,0,16.4,9.2,5,ARP,3,05-30-2016,1210,D,FT,A,12100,124,.8728,2,-6.999969E-04
